Domain 7,Parks capital projects (pickleball courts),NYC Parks Capital Projects Tracker (OpenData),Recently installed/converted pickleball courts,New — 7.1 Parks facility types,Supplement to Parks Facilities dataset for newly added features not yet reflected in main file.,Acquire
Domain 7,Parks special events (programming context),Parks_Special_Events_20260420.csv,Event count by park location,7.1 Parks (programming context narrative — not primary metric),"21,555 events. Retained for narrative context: Tompkins Square, Sara D. Roosevelt, Seward Park dominate programming. No longer the primary metric.",In library
Domain 7,MTA subway entrances,MTA_Subway_Entrances_and_Exits__2024_20260507.csv,¼-mile buffer from entrance lat/lon ? % tract area within buffer,7.2 Public transportation access,"Filter to CB3 bounding box: lat 40.712–40.736, lon ?74.005 to ?73.970.",In library
Domain 7,MTA bus stops,MTA_Bus_Stops_20260507.csv,Bus stop density per tract,7.2 Public transportation access,Secondary point overlay on transit map.,In library
Domain 7,NYPL Branch Services Manhattan,NYPL_Branch_Services__Manhattan_20260429.csv,"5 CB3 branches; programs, attendance, reference transactions, circulation, weekly hours",7.3 NYPL libraries as civic anchors,"Hamilton Fish Park branch closed for renovation through Summer 2026 — service gap in high-need area. Chatham Square: highest circulation (572,140). Seward Park: highest reference transactions (209,053).",In library
Domain 7,DYCD Program Sites,DYCD_Program_Sites_20260420.csv,Filter: Community Board == 'Manhattan CD 003',7.x Civic services context; 4.6 after-school (Education domain),"78 CB3 sites, 42,449 FY2025 slots. DUPLICATE from Education domain.",In library
,,,,,,
,,,,,,
DOMAIN 8 — LANGUAGE ACCESS,,,,,,
Domain,Analysis / Metric,Primary Data File(s),Key Field / Filter,Used in Analysis,Notes,Acquisition Status
Domain 8,"LEP by specific language group (Chinese, Spanish + others)",acs_5yr_2024_B16001.csv,~40 language categories × English proficiency. Chinese ? cells _028–_029E; Spanish ? _002–_003E. Verify exact cells via ACS API before use.,8.1 LEP by language — primary choropleths,"Expanded to language-specific choropleths. Primary maps: Chinese and Spanish. Supplementary small-multiples: Tagalog, Korean, French Creole, Arabic, Russian, Vietnamese. ?? ACS does not separately identify Cantonese vs. Mandarin — both coded as 'Chinese.' Note this in the analysis.",In library
Domain 8,LEP household share (aggregate),acs_5yr_2024_C16002.csv,(C16002_004E+_007E+_010E+_013E) / C16002_001E,8.1 LEP by language (cross-validation + aggregate headline),Retained for cross-validation and the aggregate LEP headline: 0.6%–50.6% within CB3 (84× spread). Replaced by B16001 as primary visualization.,In library
Domain 8,ACS age × language × English proficiency (senior LEP),acs_5yr_2024_B16004.csv,65+ Asian/Pacific LEP: _062E + _063E; full age × language structure for other groups,8.2 Senior LEP by language; 3.3 Seniors; 5.5 Mental health context,"52.4% of CB3 seniors are LEP. 11,981 Asian/Pacific language-speaking seniors (95% LEP). DUPLICATE in Seniors and Health domains.",In library
,,,,,,
DUPLICATION POLICY: Datasets used in more than one domain appear in multiple rows — intentional. Each domain folder should be self-contained. All copies of a duplicated file must use the same vintage. For full analytic specs see CB3_Equity_Report_Analytic_Plan_v9.md. Priority rule: NYC OpenData > Other sources of same vintage. Furman/Pratt figures used only for CB3-validated headline statistics.,,,,,,
